id,split,sample_id,qa_index,speaker_a,speaker_b,question,text,locomo_category,question_type,target_speaker
conv-47_qa_74,train,conv-47,74,James,John,"How long has John been playing the drums as of 27 March, 2022?","Speaker A: James
Speaker B: John
Question: How long has John been playing the drums as of 27 March, 2022?",4,fallback_ambiguous,speaker_b
conv-47_qa_75,train,conv-47,75,James,John,What game did John play in an intense tournament at the gaming convention in March 2022?,"Speaker A: James
Speaker B: John
Question: What game did John play in an intense tournament at the gaming convention in March 2022?",4,fallback_ambiguous,speaker_b
conv-47_qa_76,train,conv-47,76,James,John,What game was James playing in the online gaming tournament in April 2022?,"Speaker A: James
Speaker B: John
Question: What game was James playing in the online gaming tournament in April 2022?",4,fallback_ambiguous,speaker_a
conv-47_qa_77,train,conv-47,77,James,John,How does James communicate with his gaming team?,"Speaker A: James
Speaker B: John
Question: How does James communicate with his gaming team?",4,fallback_ambiguous,speaker_a
conv-47_qa_78,train,conv-47,78,James,John,What advice did James receive from the famous players he met at the tournament?,"Speaker A: James
Speaker B: John
Question: What advice did James receive from the famous players he met at the tournament?",4,fallback_ambiguous,speaker_a
conv-47_qa_79,train,conv-47,79,James,John,What did James adopt in April 2022?,"Speaker A: James
Speaker B: John
Question: What did James adopt in April 2022?",4,fallback_ambiguous,speaker_a
conv-47_qa_80,train,conv-47,80,James,John,What is the name of the pup that was adopted by James?,"Speaker A: James
Speaker B: John
Question: What is the name of the pup that was adopted by James?",4,fallback_ambiguous,speaker_a
conv-47_qa_81,train,conv-47,81,James,John,Why did James embody the appearance of the game character from the woman he saw during a walk?,"Speaker A: James
Speaker B: John
Question: Why did James embody the appearance of the game character from the woman he saw during a walk?",4,fallback_ambiguous,speaker_a
conv-47_qa_82,train,conv-47,82,James,John,What inspired James to create the game character in the virtual world?,"Speaker A: James
Speaker B: John
Question: What inspired James to create the game character in the virtual world?",4,fallback_ambiguous,speaker_a
conv-47_qa_83,train,conv-47,83,James,John,Which country did James visit in 2021?,"Speaker A: James
Speaker B: John
Question: Which country did James visit in 2021?",4,fallback_ambiguous,speaker_a
conv-47_qa_84,train,conv-47,84,James,John,What impresses John about Japan?,"Speaker A: James
Speaker B: John
Question: What impresses John about Japan?",4,fallback_ambiguous,speaker_b
conv-47_qa_85,train,conv-47,85,James,John,What kind of assignment was giving John a hard time at work?,"Speaker A: James
Speaker B: John
Question: What kind of assignment was giving John a hard time at work?",4,fallback_ambiguous,speaker_b
conv-47_qa_86,train,conv-47,86,James,John,"What breed is Daisy, one of James' dogs?","Speaker A: James
Speaker B: John
Question: What breed is Daisy, one of James' dogs?",4,fallback_ambiguous,speaker_a
conv-47_qa_87,train,conv-47,87,James,John,What type of pizza is James' favorite?,"Speaker A: James
Speaker B: John
Question: What type of pizza is James' favorite?",4,fallback_ambiguous,speaker_a
conv-47_qa_88,train,conv-47,88,James,John,What type of pizza is John's favorite?,"Speaker A: James
Speaker B: John
Question: What type of pizza is John's favorite?",4,fallback_ambiguous,speaker_b
conv-47_qa_89,train,conv-47,89,James,John,"What did John organize with his friends on May 8, 2022?","Speaker A: James
Speaker B: John
Question: What did John organize with his friends on May 8, 2022?",4,fallback_ambiguous,speaker_b
conv-47_qa_90,train,conv-47,90,James,John,What did John and his friends do with the remaining money after helping the dog shelter?,"Speaker A: James
Speaker B: John
Question: What did John and his friends do with the remaining money after helping the dog shelter?",4,fallback_ambiguous,speaker_b
conv-47_qa_91,train,conv-47,91,James,John,What was the main goal of the money raised from the charity tournament organized by John and his friends in May 2022?,"Speaker A: James
Speaker B: John
Question: What was the main goal of the money raised from the charity tournament organized by John and his friends in May 2022?",4,fallback_ambiguous,speaker_b
conv-47_qa_92,train,conv-47,92,James,John,What did the system John created help the charitable foundation with?,"Speaker A: James
Speaker B: John
Question: What did the system John created help the charitable foundation with?",4,fallback_ambiguous,speaker_b
conv-47_qa_93,train,conv-47,93,James,John,What did John create for the charitable foundation that helped generate reports for analysis?,"Speaker A: James
Speaker B: John
Question: What did John create for the charitable foundation that helped generate reports for analysis?",4,fallback_ambiguous,speaker_b
conv-47_qa_94,train,conv-47,94,James,John,What did John receive for achieving second place in the tournament?,"Speaker A: James
Speaker B: John
Question: What did John receive for achieving second place in the tournament?",4,fallback_ambiguous,speaker_b
conv-47_qa_95,train,conv-47,95,James,John,What project is James working on in his game design course?,"Speaker A: James
Speaker B: John
Question: What project is James working on in his game design course?",4,fallback_ambiguous,speaker_a
conv-47_qa_96,train,conv-47,96,James,John,Who does James support in football matches?,"Speaker A: James
Speaker B: John
Question: Who does James support in football matches?",4,fallback_ambiguous,speaker_a
conv-47_qa_97,train,conv-47,97,James,John,Which football club does John support?,"Speaker A: James
Speaker B: John
Question: Which football club does John support?",4,fallback_ambiguous,speaker_b
conv-47_qa_98,train,conv-47,98,James,John,What disagreement do James and John have about their football teams?,"Speaker A: James
Speaker B: John
Question: What disagreement do James and John have about their football teams?",4,fallback_ambiguous,both
conv-47_qa_99,train,conv-47,99,James,John,What is Max good at doing according to James?,"Speaker A: James
Speaker B: John
Question: What is Max good at doing according to James?",4,fallback_ambiguous,speaker_a
conv-47_qa_100,train,conv-47,100,James,John,What is the main focus of the organization that James volunteered with?,"Speaker A: James
Speaker B: John
Question: What is the main focus of the organization that James volunteered with?",4,fallback_ambiguous,speaker_a
conv-47_qa_101,train,conv-47,101,James,John,Will there be an interview required to volunteer with the organization James volunteered for?,"Speaker A: James
Speaker B: John
Question: Will there be an interview required to volunteer with the organization James volunteered for?",4,fallback_ambiguous,speaker_a
conv-47_qa_102,train,conv-47,102,James,John,"How did John relax in his free time on 9 July, 2022?","Speaker A: James
Speaker B: John
Question: How did John relax in his free time on 9 July, 2022?",4,fallback_ambiguous,speaker_b
conv-47_qa_103,train,conv-47,103,James,John,What did James enjoy doing on cold winter days?,"Speaker A: James
Speaker B: John
Question: What did James enjoy doing on cold winter days?",4,fallback_ambiguous,speaker_a
conv-47_qa_104,train,conv-47,104,James,John,"What new hobby did James become interested in on 9 July, 2022?","Speaker A: James
Speaker B: John
Question: What new hobby did James become interested in on 9 July, 2022?",4,fallback_ambiguous,speaker_a
conv-47_qa_105,train,conv-47,105,James,John,Where did James plan to visit after Toronto?,"Speaker A: James
Speaker B: John
Question: Where did James plan to visit after Toronto?",4,fallback_ambiguous,speaker_a
conv-47_qa_106,train,conv-47,106,James,John,When did James plan to return from his trip to Toronto and Vancouver?,"Speaker A: James
Speaker B: John
Question: When did James plan to return from his trip to Toronto and Vancouver?",4,fallback_ambiguous,speaker_a
conv-47_qa_107,train,conv-47,107,James,John,What online game did John start playing recently for improving strategy?,"Speaker A: James
Speaker B: John
Question: What online game did John start playing recently for improving strategy?",4,fallback_ambiguous,speaker_b
conv-47_qa_108,train,conv-47,108,James,John,What made John leave his IT job?,"Speaker A: James
Speaker B: John
Question: What made John leave his IT job?",4,fallback_ambiguous,speaker_b
conv-47_qa_109,train,conv-47,109,James,John,Which game tournaments does John plan to organize besides CS:GO?,"Speaker A: James
Speaker B: John
Question: Which game tournaments does John plan to organize besides CS:GO?",4,fallback_ambiguous,speaker_b
conv-47_qa_110,train,conv-47,110,James,John,What happened to James's puppy during the recent visit to the clinic?,"Speaker A: James
Speaker B: John
Question: What happened to James's puppy during the recent visit to the clinic?",4,fallback_ambiguous,speaker_a
conv-47_qa_111,train,conv-47,111,James,John,What game genre did John start exploring instead of shooters?,"Speaker A: James
Speaker B: John
Question: What game genre did John start exploring instead of shooters?",4,fallback_ambiguous,speaker_b
conv-47_qa_112,train,conv-47,112,James,John,"Which RPG game is John playing and enjoying on 10 August, 2022?","Speaker A: James
Speaker B: John
Question: Which RPG game is John playing and enjoying on 10 August, 2022?",4,fallback_ambiguous,speaker_b
conv-47_qa_113,train,conv-47,113,James,John,"What aspect of ""The Witcher 3"" does John find immersive?","Speaker A: James
Speaker B: John
Question: What aspect of ""The Witcher 3"" does John find immersive?",4,fallback_ambiguous,speaker_b
conv-47_qa_114,train,conv-47,114,James,John,Whose phone number did James receive during the beach outing?,"Speaker A: James
Speaker B: John
Question: Whose phone number did James receive during the beach outing?",4,fallback_ambiguous,speaker_a
conv-47_qa_115,train,conv-47,115,James,John,What is James planning to do after receiving Samantha's phone number?,"Speaker A: James
Speaker B: John
Question: What is James planning to do after receiving Samantha's phone number?",4,fallback_ambiguous,speaker_a
conv-47_qa_116,train,conv-47,116,James,John,What is John organizing with his siblings?,"Speaker A: James
Speaker B: John
Question: What is John organizing with his siblings?",4,fallback_ambiguous,speaker_b
conv-47_qa_117,train,conv-47,117,James,John,What type of beer does John not like?,"Speaker A: James
Speaker B: John
Question: What type of beer does John not like?",4,fallback_ambiguous,speaker_b
conv-47_qa_118,train,conv-47,118,James,John,What were some difficulties James faced during the development of his game?,"Speaker A: James
Speaker B: John
Question: What were some difficulties James faced during the development of his game?",4,fallback_ambiguous,speaker_a
conv-47_qa_119,train,conv-47,119,James,John,What has John been teaching his siblings?,"Speaker A: James
Speaker B: John
Question: What has John been teaching his siblings?",4,fallback_ambiguous,speaker_b
conv-47_qa_120,train,conv-47,120,James,John,What kind of programs are John's siblings making?,"Speaker A: James
Speaker B: John
Question: What kind of programs are John's siblings making?",4,fallback_ambiguous,speaker_b
conv-47_qa_121,train,conv-47,121,James,John,Which company's headphones did John choose for gaming?,"Speaker A: James
Speaker B: John
Question: Which company's headphones did John choose for gaming?",4,fallback_ambiguous,speaker_b
conv-47_qa_122,train,conv-47,122,James,John,What did James and Samantha discover they both enjoy at McGee's bar?,"Speaker A: James
Speaker B: John
Question: What did James and Samantha discover they both enjoy at McGee's bar?",4,fallback_ambiguous,speaker_a
conv-47_qa_123,train,conv-47,123,James,John,How much does James pay per cooking class?,"Speaker A: James
Speaker B: John
Question: How much does James pay per cooking class?",4,fallback_ambiguous,speaker_a
conv-47_qa_124,train,conv-47,124,James,John,What did James learn to make in the cooking class besides omelette and meringue?,"Speaker A: James
Speaker B: John
Question: What did James learn to make in the cooking class besides omelette and meringue?",4,fallback_ambiguous,speaker_a
conv-47_qa_125,train,conv-47,125,James,John,Why did James sign up for a cooking class?,"Speaker A: James
Speaker B: John
Question: Why did James sign up for a cooking class?",4,fallback_ambiguous,speaker_a
conv-47_qa_126,train,conv-47,126,James,John,What did James prepare for the first time in the cooking class?,"Speaker A: James
Speaker B: John
Question: What did James prepare for the first time in the cooking class?",4,fallback_ambiguous,speaker_a
conv-47_qa_127,train,conv-47,127,James,John,What is the name of the board game John tried in September 2022?,"Speaker A: James
Speaker B: John
Question: What is the name of the board game John tried in September 2022?",4,fallback_ambiguous,speaker_b
conv-47_qa_128,train,conv-47,128,James,John,Where does James get his ideas from?,"Speaker A: James
Speaker B: John
Question: Where does James get his ideas from?",4,fallback_ambiguous,speaker_a
conv-47_qa_129,train,conv-47,129,James,John,What kind of dream did James have recently?,"Speaker A: James
Speaker B: John
Question: What kind of dream did James have recently?",4,fallback_ambiguous,speaker_a
conv-47_qa_130,train,conv-47,130,James,John,What kind of music does John like?,"Speaker A: James
Speaker B: John
Question: What kind of music does John like?",4,fallback_ambiguous,speaker_b
conv-47_qa_131,train,conv-47,131,James,John,What instrument did James used to play when he was younger?,"Speaker A: James
Speaker B: John
Question: What instrument did James used to play when he was younger?",4,fallback_ambiguous,speaker_a
conv-47_qa_132,train,conv-47,132,James,John,What did John use to play when he was younger to let off steam?,"Speaker A: James
Speaker B: John
Question: What did John use to play when he was younger to let off steam?",4,fallback_ambiguous,speaker_b
conv-47_qa_133,train,conv-47,133,James,John,What career milestone did John achieve recently in September 2022?,"Speaker A: James
Speaker B: John
Question: What career milestone did John achieve recently in September 2022?",4,fallback_ambiguous,speaker_b
conv-47_qa_134,train,conv-47,134,James,John,What type of game is John's upcoming mobile game?,"Speaker A: James
Speaker B: John
Question: What type of game is John's upcoming mobile game?",4,fallback_ambiguous,speaker_b
conv-47_qa_135,train,conv-47,135,James,John,What does John do to stay informed and constantly learn about game design?,"Speaker A: James
Speaker B: John
Question: What does John do to stay informed and constantly learn about game design?",4,fallback_ambiguous,speaker_b
conv-47_qa_136,train,conv-47,136,James,John,What kind of gig was John offered at the game dev non-profit organization?,"Speaker A: James
Speaker B: John
Question: What kind of gig was John offered at the game dev non-profit organization?",4,fallback_ambiguous,speaker_b
conv-47_qa_137,train,conv-47,137,James,John,What does John feel about starting the journey as a programming mentor for game developers?,"Speaker A: James
Speaker B: John
Question: What does John feel about starting the journey as a programming mentor for game developers?",4,fallback_ambiguous,speaker_b
conv-47_qa_138,train,conv-47,138,James,John,What kind of games is James excited to play with his new video card?,"Speaker A: James
Speaker B: John
Question: What kind of games is James excited to play with his new video card?",4,fallback_ambiguous,speaker_a
conv-47_qa_139,train,conv-47,139,James,John,What inspired James to create his game?,"Speaker A: James
Speaker B: John
Question: What inspired James to create his game?",4,fallback_ambiguous,speaker_a
conv-47_qa_140,train,conv-47,140,James,John,What sparked James' passion for gaming when he was a kid?,"Speaker A: James
Speaker B: John
Question: What sparked James' passion for gaming when he was a kid?",4,fallback_ambiguous,speaker_a
conv-47_qa_141,train,conv-47,141,James,John,What did James lose progress on due to a power outage?,"Speaker A: James
Speaker B: John
Question: What did James lose progress on due to a power outage?",4,fallback_ambiguous,speaker_a
conv-47_qa_142,train,conv-47,142,James,John,"What games were played at the gaming tournament organized by John on 31 October, 2022?","Speaker A: James
Speaker B: John
Question: What games were played at the gaming tournament organized by John on 31 October, 2022?",4,fallback_ambiguous,speaker_b
conv-47_qa_143,train,conv-47,143,James,John,"What was the purpose of the gaming tournament organized by John on 31 October, 2022?","Speaker A: James
Speaker B: John
Question: What was the purpose of the gaming tournament organized by John on 31 October, 2022?",4,fallback_ambiguous,speaker_b
conv-47_qa_144,train,conv-47,144,James,John,"What decision did James and Samantha make on 31 October, 2022?","Speaker A: James
Speaker B: John
Question: What decision did James and Samantha make on 31 October, 2022?",4,fallback_ambiguous,speaker_a
conv-47_qa_145,train,conv-47,145,James,John,"Where did James and Samantha decide to live together on 31 October, 2022?","Speaker A: James
Speaker B: John
Question: Where did James and Samantha decide to live together on 31 October, 2022?",4,fallback_ambiguous,speaker_a
conv-47_qa_146,train,conv-47,146,James,John,Why did James and Samantha choose an apartment near McGee's bar?,"Speaker A: James
Speaker B: John
Question: Why did James and Samantha choose an apartment near McGee's bar?",4,fallback_ambiguous,speaker_a
conv-47_qa_147,train,conv-47,147,James,John,"What game is John hooked on playing on 5 November, 2022?","Speaker A: James
Speaker B: John
Question: What game is John hooked on playing on 5 November, 2022?",4,fallback_ambiguous,speaker_b
conv-47_qa_148,train,conv-47,148,James,John,What did John suggest James practice before playing FIFA 23 together?,"Speaker A: James
Speaker B: John
Question: What did John suggest James practice before playing FIFA 23 together?",4,fallback_ambiguous,both
conv-47_qa_149,train,conv-47,149,James,John,"What project did John work on with a game developer by 7 November, 2022?","Speaker A: James
Speaker B: John
Question: What project did John work on with a game developer by 7 November, 2022?",4,fallback_ambiguous,speaker_b
conv-47_qa_150,train,conv-47,150,James,John,What is the name of John's cousin's dog?,"Speaker A: James
Speaker B: John
Question: What is the name of John's cousin's dog?",4,fallback_ambiguous,speaker_b
conv-48_qa_1,train,conv-48,1,Deborah,Jolene,What kind of project was Jolene working on in the beginning of January 2023?,"Speaker A: Deborah
Speaker B: Jolene
Question: What kind of project was Jolene working on in the beginning of January 2023?",2,temporal,speaker_b
conv-48_qa_2,train,conv-48,2,Deborah,Jolene,Which of Deborah`s family and friends have passed away?,"Speaker A: Deborah
Speaker B: Jolene
Question: Which of Deborah`s family and friends have passed away?",1,single_hop,speaker_a
conv-48_qa_3,train,conv-48,3,Deborah,Jolene,When did Deborah`s mother pass away?,"Speaker A: Deborah
Speaker B: Jolene
Question: When did Deborah`s mother pass away?",2,temporal,speaker_a
conv-48_qa_4,train,conv-48,4,Deborah,Jolene,When did Jolene`s mother pass away?,"Speaker A: Deborah
Speaker B: Jolene
Question: When did Jolene`s mother pass away?",2,temporal,speaker_b
conv-48_qa_5,train,conv-48,5,Deborah,Jolene,When did Jolene's mom gift her a pendant?,"Speaker A: Deborah
Speaker B: Jolene
Question: When did Jolene's mom gift her a pendant?",2,temporal,speaker_b
conv-48_qa_6,train,conv-48,6,Deborah,Jolene,In what country did Jolene's mother buy her the pendant?,"Speaker A: Deborah
Speaker B: Jolene
Question: In what country did Jolene's mother buy her the pendant?",3,multi_hop,speaker_b
conv-48_qa_7,train,conv-48,7,Deborah,Jolene,What symbolic gifts do Deborah and Jolene have from their mothers?,"Speaker A: Deborah
Speaker B: Jolene
Question: What symbolic gifts do Deborah and Jolene have from their mothers?",1,single_hop,both
conv-48_qa_8,train,conv-48,8,Deborah,Jolene,Which country were Jolene and her mother visiting in 2010?,"Speaker A: Deborah
Speaker B: Jolene
Question: Which country were Jolene and her mother visiting in 2010?",2,temporal,speaker_b
conv-48_qa_9,train,conv-48,9,Deborah,Jolene,What helped Deborah find peace when grieving deaths of her loved ones?,"Speaker A: Deborah
Speaker B: Jolene
Question: What helped Deborah find peace when grieving deaths of her loved ones?",1,single_hop,speaker_a
conv-48_qa_10,train,conv-48,10,Deborah,Jolene,When did Deborah's father pass away?,"Speaker A: Deborah
Speaker B: Jolene
Question: When did Deborah's father pass away?",2,temporal,speaker_a
conv-48_qa_11,train,conv-48,11,Deborah,Jolene,When was Deborah's parents' wedding?,"Speaker A: Deborah
Speaker B: Jolene
Question: When was Deborah's parents' wedding?",2,temporal,speaker_a
conv-48_qa_12,train,conv-48,12,Deborah,Jolene,Is Deborah married?,"Speaker A: Deborah
Speaker B: Jolene
Question: Is Deborah married?",3,multi_hop,speaker_a
conv-48_qa_13,train,conv-48,13,Deborah,Jolene,When did Deborah receive an appreciation letter from her community?,"Speaker A: Deborah
Speaker B: Jolene
Question: When did Deborah receive an appreciation letter from her community?",2,temporal,speaker_a
conv-48_qa_14,train,conv-48,14,Deborah,Jolene,What places give Deborah peace?,"Speaker A: Deborah
Speaker B: Jolene
Question: What places give Deborah peace?",1,single_hop,speaker_a
conv-48_qa_15,train,conv-48,15,Deborah,Jolene,What were Deborah's mother's hobbies?,"Speaker A: Deborah
Speaker B: Jolene
Question: What were Deborah's mother's hobbies?",1,single_hop,speaker_a
conv-48_qa_16,train,conv-48,16,Deborah,Jolene,What pets does Jolene have?,"Speaker A: Deborah
Speaker B: Jolene
Question: What pets does Jolene have?",4,fallback_ambiguous,speaker_b
conv-48_qa_17,train,conv-48,17,Deborah,Jolene,What are the names of Jolene's snakes?,"Speaker A: Deborah
Speaker B: Jolene
Question: What are the names of Jolene's snakes?",4,fallback_ambiguous,speaker_b
conv-48_qa_18,train,conv-48,18,Deborah,Jolene,When did Jolene buy her pet Seraphim?,"Speaker A: Deborah
Speaker B: Jolene
Question: When did Jolene buy her pet Seraphim?",2,temporal,speaker_b
conv-48_qa_19,train,conv-48,19,Deborah,Jolene,In what country did Jolene buy snake Seraphim?,"Speaker A: Deborah
Speaker B: Jolene
Question: In what country did Jolene buy snake Seraphim?",3,multi_hop,speaker_b
conv-48_qa_20,train,conv-48,20,Deborah,Jolene,How many times has Jolene been to France?,"Speaker A: Deborah
Speaker B: Jolene
Question: How many times has Jolene been to France?",1,single_hop,speaker_b
conv-48_qa_21,train,conv-48,21,Deborah,Jolene,Which games have Jolene and her partner played together?,"Speaker A: Deborah
Speaker B: Jolene
Question: Which games have Jolene and her partner played together?",1,single_hop,speaker_b
conv-48_qa_22,train,conv-48,22,Deborah,Jolene,"When do Jolene and her partner plan to complete the game ""Walking Dead""?","Speaker A: Deborah
Speaker B: Jolene
Question: When do Jolene and her partner plan to complete the game ""Walking Dead""?",2,temporal,speaker_b
conv-48_qa_23,train,conv-48,23,Deborah,Jolene,When did Deborah meet Anna?,"Speaker A: Deborah
Speaker B: Jolene
Question: When did Deborah meet Anna?",2,temporal,speaker_a
conv-48_qa_24,train,conv-48,24,Deborah,Jolene,Why did Jolene sometimes put off doing yoga?,"Speaker A: Deborah
Speaker B: Jolene
Question: Why did Jolene sometimes put off doing yoga?",3,multi_hop,speaker_b
conv-48_qa_25,train,conv-48,25,Deborah,Jolene,What new yoga poses did Deborah try?,"Speaker A: Deborah
Speaker B: Jolene
Question: What new yoga poses did Deborah try?",1,single_hop,speaker_a
conv-48_qa_26,train,conv-48,26,Deborah,Jolene,What are Jolene's favorite books?,"Speaker A: Deborah
Speaker B: Jolene
Question: What are Jolene's favorite books?",4,fallback_ambiguous,speaker_b
conv-48_qa_27,train,conv-48,27,Deborah,Jolene,Which book did Jolene read in January 2023?,"Speaker A: Deborah
Speaker B: Jolene
Question: Which book did Jolene read in January 2023?",2,temporal,speaker_b
conv-48_qa_28,train,conv-48,28,Deborah,Jolene,When was Jolene in Bogota?,"Speaker A: Deborah
Speaker B: Jolene
Question: When was Jolene in Bogota?",2,temporal,speaker_b
conv-48_qa_29,train,conv-48,29,Deborah,Jolene,In what country was Jolene during summer 2022?,"Speaker A: Deborah
Speaker B: Jolene
Question: In what country was Jolene during summer 2022?",3,multi_hop,speaker_b
conv-48_qa_30,train,conv-48,30,Deborah,Jolene,When did Jolene have a mini-retreat to reflect on her career?,"Speaker A: Deborah
Speaker B: Jolene
Question: When did Jolene have a mini-retreat to reflect on her career?",2,temporal,speaker_b
conv-48_qa_31,train,conv-48,31,Deborah,Jolene,When did Jolene have a dinner and drinks with her friends?,"Speaker A: Deborah
Speaker B: Jolene
Question: When did Jolene have a dinner and drinks with her friends?",2,temporal,speaker_b
conv-48_qa_32,train,conv-48,32,Deborah,Jolene,When was the last photo of Deborah and Karlie taken?,"Speaker A: Deborah
Speaker B: Jolene
Question: When was the last photo of Deborah and Karlie taken?",2,temporal,speaker_a
conv-48_qa_33,train,conv-48,33,Deborah,Jolene,When was Deborah in Bali?,"Speaker A: Deborah
Speaker B: Jolene
Question: When was Deborah in Bali?",2,temporal,speaker_a
conv-48_qa_34,train,conv-48,34,Deborah,Jolene,How long have Jolene and her partner been together?,"Speaker A: Deborah
Speaker B: Jolene
Question: How long have Jolene and her partner been together?",4,fallback_ambiguous,speaker_b
conv-48_qa_35,train,conv-48,35,Deborah,Jolene,Which year did Jolene and her partner start dating?,"Speaker A: Deborah
Speaker B: Jolene
Question: Which year did Jolene and her partner start dating?",2,temporal,speaker_b
conv-48_qa_36,train,conv-48,36,Deborah,Jolene,When did Deborah go for her first morning jog in a nearby park?,"Speaker A: Deborah
Speaker B: Jolene
Question: When did Deborah go for her first morning jog in a nearby park?",2,temporal,speaker_a
conv-48_qa_37,train,conv-48,37,Deborah,Jolene,How old is Jolene?,"Speaker A: Deborah
Speaker B: Jolene
Question: How old is Jolene?",3,multi_hop,speaker_b
conv-48_qa_38,train,conv-48,38,Deborah,Jolene,When did Jolene take Seraphim to the park?,"Speaker A: Deborah
Speaker B: Jolene
Question: When did Jolene take Seraphim to the park?",2,temporal,speaker_b
conv-48_qa_39,train,conv-48,39,Deborah,Jolene,When did Deborah start the yoga class in the neighborhood?,"Speaker A: Deborah
Speaker B: Jolene
Question: When did Deborah start the yoga class in the neighborhood?",2,temporal,speaker_a
conv-48_qa_40,train,conv-48,40,Deborah,Jolene,What time management techniques do Deborah and Jolene use?,"Speaker A: Deborah
Speaker B: Jolene
Question: What time management techniques do Deborah and Jolene use?",1,single_hop,both
conv-48_qa_41,train,conv-48,41,Deborah,Jolene,Does Deborah live close to the beach or the mountains?,"Speaker A: Deborah
Speaker B: Jolene
Question: Does Deborah live close to the beach or the mountains?",3,multi_hop,speaker_a
conv-48_qa_42,train,conv-48,42,Deborah,Jolene,What ways do Deborah and Jolene use to enhance their yoga practice?,"Speaker A: Deborah
Speaker B: Jolene
Question: What ways do Deborah and Jolene use to enhance their yoga practice?",1,single_hop,both
conv-48_qa_43,train,conv-48,43,Deborah,Jolene,What music pieces does Deborah listen to during her yoga practice?,"Speaker A: Deborah
Speaker B: Jolene
Question: What music pieces does Deborah listen to during her yoga practice?",4,fallback_ambiguous,speaker_a
conv-48_qa_44,train,conv-48,44,Deborah,Jolene,When did Deborah go for a bicycle ride with Anna?,"Speaker A: Deborah
Speaker B: Jolene
Question: When did Deborah go for a bicycle ride with Anna?",2,temporal,speaker_a
conv-48_qa_45,train,conv-48,45,Deborah,Jolene,When did Deborah go to an art show with Anna?,"Speaker A: Deborah
Speaker B: Jolene
Question: When did Deborah go to an art show with Anna?",2,temporal,speaker_a
conv-48_qa_46,train,conv-48,46,Deborah,Jolene,When did Jolene finish her robotics project?,"Speaker A: Deborah
Speaker B: Jolene
Question: When did Jolene finish her robotics project?",2,temporal,speaker_b
conv-48_qa_47,train,conv-48,47,Deborah,Jolene,How long did Jolene work on the robotics project given to her by her Professor?,"Speaker A: Deborah
Speaker B: Jolene
Question: How long did Jolene work on the robotics project given to her by her Professor?",2,temporal,speaker_b
conv-48_qa_48,train,conv-48,48,Deborah,Jolene,When did Jolene do yoga at Talkeetna?,"Speaker A: Deborah
Speaker B: Jolene
Question: When did Jolene do yoga at Talkeetna?",2,temporal,speaker_b
conv-48_qa_49,train,conv-48,49,Deborah,Jolene,Which US state did Jolene visit during her internship?,"Speaker A: Deborah
Speaker B: Jolene
Question: Which US state did Jolene visit during her internship?",3,multi_hop,speaker_b
conv-48_qa_50,train,conv-48,50,Deborah,Jolene,How long has Jolene been doing yoga and meditation?,"Speaker A: Deborah
Speaker B: Jolene
Question: How long has Jolene been doing yoga and meditation?",4,fallback_ambiguous,speaker_b
conv-48_qa_51,train,conv-48,51,Deborah,Jolene,Which year did Jolene start practicing yoga?,"Speaker A: Deborah
Speaker B: Jolene
Question: Which year did Jolene start practicing yoga?",2,temporal,speaker_b
conv-48_qa_52,train,conv-48,52,Deborah,Jolene,When did Jolene buy a new aquarium for Seraphim?,"Speaker A: Deborah
Speaker B: Jolene
Question: When did Jolene buy a new aquarium for Seraphim?",2,temporal,speaker_b
conv-48_qa_53,train,conv-48,53,Deborah,Jolene,When did Jolene lose a lot of progress in her work?,"Speaker A: Deborah
Speaker B: Jolene
Question: When did Jolene lose a lot of progress in her work?",2,temporal,speaker_b
conv-48_qa_54,train,conv-48,54,Deborah,Jolene,When did Jolene adopt her snake Susie?,"Speaker A: Deborah
Speaker B: Jolene
Question: When did Jolene adopt her snake Susie?",2,temporal,speaker_b
conv-48_qa_55,train,conv-48,55,Deborah,Jolene,Which pet did Jolene adopt first - Susie or Seraphim?,"Speaker A: Deborah
Speaker B: Jolene
Question: Which pet did Jolene adopt first - Susie or Seraphim?",2,temporal,speaker_b
conv-48_qa_56,train,conv-48,56,Deborah,Jolene,Which pet did Jolene adopt more recently - Susie or Seraphim?,"Speaker A: Deborah
Speaker B: Jolene
Question: Which pet did Jolene adopt more recently - Susie or Seraphim?",2,temporal,speaker_b
conv-48_qa_57,train,conv-48,57,Deborah,Jolene,When did Deborah lead a meditation session during the sunset?,"Speaker A: Deborah
Speaker B: Jolene
Question: When did Deborah lead a meditation session during the sunset?",2,temporal,speaker_a
conv-48_qa_58,train,conv-48,58,Deborah,Jolene,When did Jolene gift her partner a new console?,"Speaker A: Deborah
Speaker B: Jolene
Question: When did Jolene gift her partner a new console?",2,temporal,speaker_b
conv-48_qa_59,train,conv-48,59,Deborah,Jolene,What games does Jolene recommend for Deborah?,"Speaker A: Deborah
Speaker B: Jolene
Question: What games does Jolene recommend for Deborah?",4,fallback_ambiguous,both
conv-48_qa_60,train,conv-48,60,Deborah,Jolene,What do Deborah and her husband do together?,"Speaker A: Deborah
Speaker B: Jolene
Question: What do Deborah and her husband do together?",4,fallback_ambiguous,speaker_a
conv-48_qa_61,train,conv-48,61,Deborah,Jolene,When did Deborah go to a yoga retreat near her mom's place?,"Speaker A: Deborah
Speaker B: Jolene
Question: When did Deborah go to a yoga retreat near her mom's place?",2,temporal,speaker_a
