method,run_id,sample_id,qa_index,category,memory_update_mode,memory_wrapper_store,judge_mode,judge_runs,question,ground_truth,predicted_answer,exact_match,f1,bleu1,judge_score,judge_reason,judge_scores,judge_labels,judge_cache_key,search_latency_sec,generation_latency_sec,total_latency_sec,prompt_tokens,completion_tokens,total_tokens,num_retrieved_memories,num_speaker_1_memories,num_speaker_2_memories,top_k_per_speaker,max_total_retrieved_memories,retrieval_token_budget,retrieval_budget_strategy,retrieval_token_budget_applied,speaker_1_memory_tokens,speaker_2_memory_tokens,retrieved_memory_tokens,speaker_1_memory_tokens_pre_trim,speaker_2_memory_tokens_pre_trim,retrieved_memory_tokens_pre_trim,num_retrieved_memories_pre_trim,num_retrieved_memories_dropped_by_budget,top1_memory_score,semantic_search_latency_sec,qase_bm25_latency_sec,qase_planner_latency_sec,qase_selector_latency_sec
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-26,98,4,paper_update_wrapper,json_local,paper_binary,5,What workshop did Caroline attend recently?,LGBTQ+ counseling workshop,LGBTQ+ counseling workshop.,1.0,1.0,1.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",b6a161c14c6054c630a6413119f96c322f60505460cd89cf1d24bf6fa0480d71,0.4126262569188839,1.5246005058288574,1.9372267627477413,649,90,739,3,3,0,15,22,,interleave_rank,False,178,0,178,178,0,178,3,0,0.6399240493774414,0.39521074295043945,0.012280464172363281,0.0002457999944454059,0.004889249801635742
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-26,99,4,paper_update_wrapper,json_local,paper_binary,5,What was discussed in the LGBTQ+ counseling workshop?,therapeutic methods and how to best work with trans people,Therapeutic methods and working with trans people.,0.0,0.7058823529411764,0.558376335026619,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",1aa16de1b8d5ff5cd66851ffed368428da62c657b365f932c34e6fea85de4554,0.460080098171602,3.0092530250549316,3.4693331232265336,1137,137,1274,1,1,0,15,22,,interleave_rank,False,79,0,79,79,0,79,1,0,0.6549487113952637,0.4497714042663574,0.00857400894165039,0.0002851000026566908,0.0014495849609375
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-26,100,4,paper_update_wrapper,json_local,paper_binary,5,What motivated Caroline to pursue counseling?,"her own journey and the support she received, and how counseling improved her life",To support trans people.,0.0,0.11764705882352941,0.026349806140466083,0.0,,"[0.0, 0.0, 0.0, 0.0, 0.0]","['WRONG', 'WRONG', 'WRONG', 'WRONG', 'WRONG']",b58f197c2e5a8f4f9142f0decf8df1064671401041ca28b57d0a5bfd4d6fc1b3,0.4313855827349471,2.616671323776245,3.048056906511192,985,170,1155,10,10,0,15,22,,interleave_rank,False,500,0,500,500,0,500,10,0,0.6756298542022705,0.4208076000213623,0.009475946426391602,0.00023610000789631158,0.000865936279296875
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-26,101,4,paper_update_wrapper,json_local,paper_binary,5,What kind of place does Caroline want to create for people?,a safe and inviting place for people to grow,Supportive space for trans people,0.0,0.3076923076923077,0.21952465443761057,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",298bf35c5903e88d1935d4c61904e350b92a95109547f17c856c849a71755844,0.4292957517027389,3.2426059246063232,3.671901676309062,552,290,842,2,2,0,15,22,,interleave_rank,False,78,0,78,78,0,78,2,0,0.545150637626648,0.41553688049316406,0.011742830276489258,0.00027940000290982425,0.0017366409301757812
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-26,102,4,paper_update_wrapper,json_local,paper_binary,5,Did Melanie make the black and white bowl in the photo?,Yes,"No, no black/white bowl.",0.0,0.0,0.0,0.0,,"[0.0, 0.0, 0.0, 0.0, 0.0]","['WRONG', 'WRONG', 'WRONG', 'WRONG', 'WRONG']",7a1c59610b21fbcc94726decd03252c2c70f51a0593279e08215f9d19e4384ce,0.4456086495920317,1.8052871227264404,2.250895772318472,928,109,1037,10,1,9,15,22,,interleave_rank,False,50,389,439,50,389,439,10,0,0.377413272857666,0.43121838569641113,0.012827634811401367,0.00035790000401902944,0.0012047290802001953
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-26,103,4,paper_update_wrapper,json_local,paper_binary,5,What kind of books does Caroline have in her library?,"kids' books - classics, stories from different cultures, educational books","Classics, multicultural, and educational.",0.0,0.30769230769230765,0.14325239843009505,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",11ef3b08bfbaec9cf9128df8412b8eafc07d776238c48343f2fc527c530690ed,0.5108671986090485,1.9332995414733887,2.444166740082437,561,119,680,2,2,0,15,22,,interleave_rank,False,88,0,88,88,0,88,2,0,0.6832386255264282,0.5018734931945801,0.007441043853759766,0.00048550000065006316,0.0010671615600585938
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-26,104,4,paper_update_wrapper,json_local,paper_binary,5,What was Melanie's favorite book from her childhood?,"""Charlotte's Web""",Charlotte's Web,1.0,1.0,1.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",45edbe921df6790c935f698d5fa22e3ab540b2c7971b137873c0968aaabec368,0.42491794808302075,1.3975179195404053,1.822435867623426,880,81,961,10,1,9,15,22,,interleave_rank,False,31,362,393,31,362,393,10,0,0.29553836584091187,0.409130334854126,0.010596036911010742,0.00032140000257641077,0.004870176315307617
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-26,105,4,paper_update_wrapper,json_local,paper_binary,5,What book did Caroline recommend to Melanie?,"""Becoming Nicole""",Not specified in memories.,0.0,0.0,0.0,0.0,,"[0.0, 0.0, 0.0, 0.0, 0.0]","['WRONG', 'WRONG', 'WRONG', 'WRONG', 'WRONG']",e0ec48c9e5009365cd4a561ad63c1aef704f235f7414ff1b73a13fb84b053f60,0.4726949685427826,1.7699370384216309,2.2426320069644134,1419,96,1515,22,7,15,15,22,,interleave_rank,False,309,598,907,309,598,907,22,0,0.5960826873779297,0.41259074211120605,0.015251398086547852,0.00035509999725036323,0.04449772834777832
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-26,106,4,paper_update_wrapper,json_local,paper_binary,5,"What did Caroline take away from the book ""Becoming Nicole""?",Lessons on self-acceptance and finding support,No information available.,0.0,0.0,0.0,0.0,,"[0.0, 0.0, 0.0, 0.0, 0.0]","['WRONG', 'WRONG', 'WRONG', 'WRONG', 'WRONG']",4b68775eb8690314c5771ae56f138cca84ad65a14d0012eaf0a1f80b0024aa78,0.44734192837495357,1.5203113555908203,1.9676532839657739,1433,74,1507,20,15,5,15,22,,interleave_rank,False,745,178,923,745,178,923,20,0,0.4123144745826721,0.40532612800598145,0.00817561149597168,0.00035119999665766954,0.03348898887634277
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-26,107,4,paper_update_wrapper,json_local,paper_binary,5,What are the new shoes that Melanie got used for?,Running,running,1.0,1.0,1.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",70583c430e40acb22fb147334aa1dc8ac05c990920b89ef509627bcb587f4663,0.3959027296950808,0.9836084842681885,1.3795112139632693,526,43,569,2,0,2,15,22,,interleave_rank,False,0,53,53,0,53,53,2,0,0.7292598485946655,0.38289952278137207,0.011359930038452148,0.00027689999842550606,0.0013663768768310547
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-26,108,4,paper_update_wrapper,json_local,paper_binary,5,What is Melanie's reason for getting into running?,To de-stress and clear her mind,For mental health.,0.0,0.0,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",c8e5f9c36e67f51f6cd6928128ff8c2b513ecdf5cd5b3c8845be9cdd04e91129,0.5724019184999634,3.735532522201538,4.307934440701501,1266,329,1595,20,1,19,15,22,,interleave_rank,False,49,710,759,49,710,759,20,0,0.37593376636505127,0.5296995639801025,0.011348962783813477,0.00027099999715574086,0.0310823917388916
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-26,109,4,paper_update_wrapper,json_local,paper_binary,5,What does Melanie say running has been great for?,Her mental health,Mental health improvement.,0.0,0.6666666666666666,0.6666666666666666,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",a4bbeade30c9205157a027db8e6d782a8b1f92d4300a7ddb66fc95502e0ff520,0.24215921464201529,1.8328447341918945,2.07500394883391,624,131,755,4,0,4,15,22,,interleave_rank,False,0,148,148,0,148,148,4,0,0.6612196564674377,0.22872519493103027,0.012003898620605469,0.00026640000578481704,0.0011637210845947266
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-26,110,4,paper_update_wrapper,json_local,paper_binary,5,What did Mel and her kids make during the pottery workshop?,pots,pots and a cup,0.0,0.5,0.3333333333333333,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",b150869bce5a1869f4f65169abd23e45725e82516cc870bdb87b52eed7f6823e,0.4160274627938634,1.2266778945922852,1.6427053573861485,614,71,685,3,0,3,15,22,,interleave_rank,False,0,138,138,0,138,138,3,0,0.7328596711158752,0.39937353134155273,0.012105703353881836,0.00030699999479111284,0.004241228103637695
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-26,111,4,paper_update_wrapper,json_local,paper_binary,5,What kind of pot did Mel and her kids make with clay?,a cup with a dog face on it,Pots.,0.0,0.0,0.0,0.0,,"[0.0, 0.0, 0.0, 0.0, 0.0]","['WRONG', 'WRONG', 'WRONG', 'WRONG', 'WRONG']",d942e3c9d5b62051b5e44187316903cf1a8a394f614539d1894e83123c4eac59,0.41087836111546494,3.488466501235962,3.899344862351427,951,312,1263,10,0,10,15,22,,interleave_rank,False,0,461,461,0,461,461,10,0,0.6456735730171204,0.39896702766418457,0.010122060775756836,0.00027150000096298754,0.0015177726745605469
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-26,112,4,paper_update_wrapper,json_local,paper_binary,5,What creative project do Mel and her kids do together besides pottery?,painting,painting,1.0,1.0,1.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",2d5232b2dba1a6c2ea3ed28af134a816f4515566b8a486a15da2fa27f59189c5,0.39745301818766166,3.430022954940796,3.8274759731284576,2781,214,2995,20,2,18,15,22,,interleave_rank,False,60,802,862,60,802,862,20,0,0.4917040765285492,0.36141538619995117,0.012499809265136719,0.00031180000223685056,0.023226022720336914
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-26,113,4,paper_update_wrapper,json_local,paper_binary,5,What did Mel and her kids paint in their latest project in July 2023?,a sunset with a palm tree,Another painting.,0.0,0.0,0.0,0.0,,"[0.0, 0.0, 0.0, 0.0, 0.0]","['WRONG', 'WRONG', 'WRONG', 'WRONG', 'WRONG']",b1cc08b5d98dc02b24f72b35d6292ed9d12fb53a7df8998f2caf3dc99ab1d237,0.39797943840676453,7.274976968765259,7.672956407172023,1406,716,2122,16,2,14,15,22,,interleave_rank,False,123,776,899,123,776,899,16,0,0.46798911690711975,0.3826417922973633,0.012182235717773438,0.0003527999942889437,0.002802610397338867
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-26,114,4,paper_update_wrapper,json_local,paper_binary,5,What did Caroline see at the council meeting for adoption?,many people wanting to create loving homes for children in need,Inspiring and emotional meeting.,0.0,0.0,0.0,0.2,,"[0.0, 0.0, 0.0, 1.0, 0.0]","['WRONG', 'WRONG', 'WRONG', 'CORRECT', 'WRONG']",9202f272b47861cd869e063f02d3683f7410fa1ac0366cbf78a299f67677e099,0.5583619822427863,2.385155439376831,2.9435174216196174,586,207,793,2,2,0,15,22,,interleave_rank,False,113,0,113,113,0,113,2,0,0.7588410377502441,0.5437326431274414,0.013316631317138672,0.00028870000096503645,0.001024007797241211
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-26,115,4,paper_update_wrapper,json_local,paper_binary,5,What do sunflowers represent according to Caroline?,warmth and happiness,Warmth and happiness.,1.0,1.0,1.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",aa9b512c388155061fa8d51ad04eb05cde156f94154c7ea981b9cd40d4ea59f2,0.2608515674219234,0.9764299392700195,1.237281506691943,534,42,576,2,2,0,15,22,,interleave_rank,False,63,0,63,63,0,63,2,0,0.7138241529464722,0.2482619285583496,0.01090240478515625,0.00025409999943803996,0.0014331340789794922
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-26,116,4,paper_update_wrapper,json_local,paper_binary,5,Why are flowers important to Melanie?,They remind her to appreciate the small moments and were a part of her wedding decor,They remind her of wedding.,0.0,0.5263157894736842,0.16529888822158656,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",a18c519b38ebc9a889a67cfb46843c29a23504b0bb2add617fb11ce10922ba3d,0.4924841645406559,1.3699204921722412,1.8624046567128971,661,83,744,4,1,3,15,22,,interleave_rank,False,33,154,187,33,154,187,4,0,0.5482997894287109,0.47663354873657227,0.014145612716674805,0.00022799998987466097,0.0014770030975341797
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-26,117,4,paper_update_wrapper,json_local,paper_binary,5,What inspired Caroline's painting for the art show?,visiting an LGBTQ center and wanting to capture unity and strength,Visit to LGBTQ center.,0.0,0.4285714285714285,0.16734762011132237,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",375c546658d4a2b590abb1c6986ab81bbc828153141803518d57b00981c276db,0.4208999742695596,1.545807123184204,1.9667070974537637,1436,75,1511,20,17,3,15,22,,interleave_rank,False,787,141,928,787,141,928,20,0,0.7014655470848083,0.3789641857147217,0.013772726058959961,0.0002482999989297241,0.027914762496948242
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-26,118,4,paper_update_wrapper,json_local,paper_binary,5,How often does Melanie go to the beach with her kids?,once or twice a year,Once or twice a year,1.0,1.0,1.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",65f19388c6d840b2756dddc7661eefab901979fd88616af7eafa7d72d1c45bd4,0.36612178702489473,1.4907026290893555,1.8568244161142502,1321,104,1425,16,2,14,15,22,,interleave_rank,False,122,695,817,122,695,817,16,0,0.5258442759513855,0.3525834083557129,0.009105682373046875,0.0002710999979171902,0.0041615962982177734
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-26,119,4,paper_update_wrapper,json_local,paper_binary,5,What did Melanie and her family see during their camping trip last year?,Perseid meteor shower,Perseid meteor shower,1.0,1.0,1.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",60b08361f21fa6c7d9fbb956e1f0a05823be0c83335b5c00d3577e1441c02209,0.38936944751185365,2.6943202018737793,3.083689649385633,2687,201,2888,16,1,15,15,22,,interleave_rank,False,41,778,819,41,778,819,16,0,0.5555853247642517,0.3751790523529053,0.01057577133178711,0.0003315999929327518,0.0032830238342285156
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-26,120,4,paper_update_wrapper,json_local,paper_binary,5,How did Melanie feel while watching the meteor shower?,in awe of the universe,Awe and connected to universe.,0.0,0.4444444444444445,0.4,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",137e321ac7be30b548230841b5499813b2af87281b77396aa043be04142b94de,0.5111482397769578,1.309577226638794,1.8207254664157517,581,63,644,2,0,2,15,22,,interleave_rank,False,0,109,109,0,109,109,2,0,0.7134706974029541,0.49915003776550293,0.010448217391967773,0.00026920001255348325,0.0012807846069335938
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-26,121,4,paper_update_wrapper,json_local,paper_binary,5,Whose birthday did Melanie celebrate recently?,Melanie's daughter,Her daughter,0.0,0.5,0.5,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",2d8559d2bd823735c6cc4b39a5be2a308aedb0aefa171a5a0a96d4e7fbcb4a83,0.43338867674174253,1.3687160015106201,1.8021046782523626,601,88,689,3,0,3,15,22,,interleave_rank,False,0,129,129,0,129,129,3,0,0.687415361404419,0.4222877025604248,0.008252859115600586,0.00024219999613706023,0.002605915069580078
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-26,122,4,paper_update_wrapper,json_local,paper_binary,5,Who performed at the concert at Melanie's daughter's birthday?,Matt Patterson,Matt Patterson,1.0,1.0,1.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",2a89e580cceca32c740a34154cbd6e9edeea918bd25a6fbfbedac95833f9eeff,0.35836137241858523,2.4274179935455322,2.7857793659641175,1199,129,1328,2,1,1,15,22,,interleave_rank,False,49,56,105,49,56,105,2,0,0.5281696915626526,0.34496045112609863,0.011608123779296875,0.00028480000037234277,0.0015079975128173828
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-26,123,4,paper_update_wrapper,json_local,paper_binary,5,Why did Melanie choose to use colors and patterns in her pottery project?,She wanted to catch the eye and make people smile.,"To catch eye, make smile.",0.0,0.7142857142857143,0.44932896411722156,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",fe31affbcc4c78b613726f51117e75933f3e5c0b44e7505033789848df428c62,0.3020317704649642,1.5926079750061035,1.8946397454710677,1382,92,1474,20,2,18,15,22,,interleave_rank,False,93,781,874,93,781,874,20,0,0.4622178375720978,0.2664036750793457,0.013610601425170898,0.00038219999987632036,0.02163529396057129
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-26,124,4,paper_update_wrapper,json_local,paper_binary,5,What pet does Caroline have?,guinea pig,Guinea pig,1.0,1.0,1.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",afbcb7ae9cc1f0191fee9a37e3577bc95ce7dd88d83e1b500f5aa641f5a1b223,0.40082788368454203,1.3654119968414307,1.7662398805259727,840,47,887,10,9,1,15,22,,interleave_rank,False,324,33,357,324,33,357,10,0,0.4908713400363922,0.3899226188659668,0.009734630584716797,0.00020790001144632697,0.0009627342224121094
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-26,125,4,paper_update_wrapper,json_local,paper_binary,5,What pets does Melanie have?,Two cats and a dog,dog and cat,0.0,0.5714285714285715,0.47768754038252614,0.8,,"[0.0, 1.0, 1.0, 1.0, 1.0]","['WRONG', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",7c82d46d5209fbd3439cb20b9a41c9ceba54a9c2793f95e4b681cee657b8bf39,0.4861868439184036,1.374748945236206,1.8609357891546097,1250,91,1341,20,4,16,15,22,,interleave_rank,False,172,574,746,172,574,746,20,0,0.4782305955886841,0.447615385055542,0.010360479354858398,0.00026259999140165746,0.027948379516601562
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-26,126,4,paper_update_wrapper,json_local,paper_binary,5,Where did Oliver hide his bone once?,In Melanie's slipper,In Melanie's slipper.,1.0,1.0,1.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",e99a7f753c32cfc7800800973c3a34665eb40e5b3f8f7d52f832feaad180c03e,0.2887243825971382,1.230644941329956,1.5193693239270942,636,44,680,4,1,3,15,22,,interleave_rank,False,30,132,162,30,132,162,4,0,0.23820877075195312,0.27545595169067383,0.01166391372680664,0.0004191000043647364,0.0011854171752929688
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-26,127,4,paper_update_wrapper,json_local,paper_binary,5,What activity did Caroline used to do with her dad?,Horseback riding,Horseback riding.,1.0,1.0,1.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",5ca5f23fe818ca6a1ff26b073972f7356374b106f267e104e62c4a42006a4e51,0.4441897768265335,1.1195273399353027,1.5637171167618362,586,55,641,3,2,1,15,22,,interleave_rank,False,67,43,110,67,43,110,3,0,0.6961246728897095,0.42836761474609375,0.011266946792602539,0.0004990000015823171,0.004056215286254883
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-26,128,4,paper_update_wrapper,json_local,paper_binary,5,What did Caroline make for a local church?,a stained glass window,A stained glass window,1.0,1.0,1.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",87f4c924d396c64e159c8221ec161ab25feba7365151a0da9575574e4a0a435c,0.43398400423757266,1.242095708847046,1.6760797130846186,553,54,607,2,2,0,15,22,,interleave_rank,False,82,0,82,82,0,82,2,0,0.5367432236671448,0.4226975440979004,0.009329080581665039,0.0003924000047845766,0.0015649795532226562
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-26,129,4,paper_update_wrapper,json_local,paper_binary,5,What did Caroline find in her neighborhood during her walk?,a rainbow sidewalk,a rainbow sidewalk,1.0,1.0,1.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",2a8730e10bb5a888a345d2e88cf375a8a682271511e431f997369ae48da0bc60,0.4116213377128588,1.2658214569091797,1.6774427946220385,635,67,702,3,3,0,15,22,,interleave_rank,False,161,0,161,161,0,161,3,0,0.46856120228767395,0.39510154724121094,0.012044191360473633,0.0005857999931322411,0.003889799118041992
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-26,130,4,paper_update_wrapper,json_local,paper_binary,5,Which song motivates Caroline to be courageous?,Brave by Sara Bareilles,Brave by Sara Bareilles,1.0,1.0,1.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",023a33d55e67dc66b48dd197692d143d64f638a3a302fcd5c8ac6ea9fb8f9772,0.39251974744547624,1.159531593322754,1.5520513407682301,560,52,612,2,1,1,15,22,,interleave_rank,False,53,37,90,53,37,90,2,0,0.7224951386451721,0.3778653144836426,0.012765645980834961,0.00027969999064225703,0.0016090869903564453
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-26,131,4,paper_update_wrapper,json_local,paper_binary,5,Which  classical musicians does Melanie enjoy listening to?,Bach and Mozart,Bach and Mozart,1.0,1.0,1.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",f100b159f0f285279bda2990bee0dd979b910481e1ea97ab161b6d6b5f926e7e,0.35865861768252216,1.1972661018371582,1.5559247195196804,536,31,567,2,0,2,15,22,,interleave_rank,False,0,63,63,0,63,63,2,0,0.7520188689231873,0.3426988124847412,0.010408639907836914,0.00027829999453388155,0.005272865295410156
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-26,132,4,paper_update_wrapper,json_local,paper_binary,5,Who is Melanie a fan of in terms of modern music?,Ed Sheeran,Ed Sheeran,1.0,1.0,1.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",1ba462e21f4b5df583c1816d597b5f1c0e4e3e05fe8a147d779272274966583a,0.40952845659921877,1.3379323482513428,1.7474608048505615,882,64,946,10,1,9,15,22,,interleave_rank,False,33,357,390,33,357,390,10,0,0.45224300026893616,0.3957328796386719,0.012229442596435547,0.0002626999921631068,0.0013034343719482422
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-26,133,4,paper_update_wrapper,json_local,paper_binary,5,How long has Melanie been creating art?,7 years,Seven years.,0.0,0.5,0.5,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0]","['CORRECT', 'CORRECT', 'CORRECT', 'CORRECT', 'CORRECT']",d197ab02d0f9603ccfda6eac7400388a9e64f0ba53eaac0da11b1345a656ed03,0.40638600995589513,1.2854139804840088,1.691799990439904,597,65,662,3,0,3,15,22,,interleave_rank,False,0,125,125,0,125,125,3,0,0.7524248957633972,0.39325428009033203,0.008478641510009766,0.0002339999919058755,0.004419088363647461
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-26,134,4,paper_update_wrapper,json_local,paper_binary,5,What precautionary sign did Melanie see at the café?,A sign stating that someone is not being able to leave,a thoughtful sign,0.0,0.16666666666666669,0.00915781944436709,0.0,,"[0.0, 0.0, 0.0, 0.0, 0.0]","['WRONG', 'WRONG', 'WRONG', 'WRONG', 'WRONG']",0f93243af3a407d1ea4a5a5302c5c911c4ec0348f54640a02a9da6f115a54ad7,0.45449693471891806,3.1139187812805176,3.5684157159994356,592,269,861,2,0,2,15,22,,interleave_rank,False,0,119,119,0,119,119,2,0,0.6455832123756409,0.4413177967071533,0.01019287109375,0.0015219000051729381,0.0014643669128417969
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-26,135,4,paper_update_wrapper,json_local,paper_binary,5,What advice does Caroline give for getting started with adoption?,"Do research, find an adoption agency or lawyer, gather necessary documents, and prepare emotionally.",No advice recorded.,0.0,0.0,0.0,0.0,,"[0.0, 0.0, 0.0, 0.0, 0.0]","['WRONG', 'WRONG', 'WRONG', 'WRONG', 'WRONG']",e01e7e080065024a2711df594b970beaae959f3aae1d4804eb84fd5502525e06,0.4413369505200535,1.9650533199310303,2.406390270451084,549,137,686,2,2,0,15,22,,interleave_rank,False,76,0,76,76,0,76,2,0,0.6673994064331055,0.4271531105041504,0.01207423210144043,0.0004885999951511621,0.0016210079193115234
mem0_qase_clean_bm25_profile_v1,20260629_092418,conv-26,136,4,paper_update_wrapper,json_local,paper_binary,5,What setback did Melanie face in October 2023?,She got hurt and had to take a break from pottery.,No setback in October.,0.0,0.0,0.0,0.0,,"[0.0, 0.0, 0.0, 0.0, 0.0]","['WRONG', 'WRONG', 'WRONG', 'WRONG', 'WRONG']",ff93d53ab12eda49130dd8dd3c5752d3befa5329f68f1a4c5d5fb7a5c53e5d2b,0.5618604319170117,4.544264316558838,5.10612474847585,1359,407,1766,16,1,15,15,22,,interleave_rank,False,60,795,855,60,795,855,16,0,0.38688743114471436,0.549807071685791,0.010185718536376953,0.0003060000017285347,0.0015616416931152344
